"","ensembl_gene_id","external_gene_name","chromosome_name","start_position","end_position","imprinted_status"
"25355","ENSG00000273513","TBC1D3K","17",37924415,37935365,"normal"
"25356","ENSG00000277488","5S_rRNA","17",37940704,37940790,"normal"
"25357","ENSG00000238516","Y_RNA","17",28834722,28834822,"normal"
"25358","ENSG00000264138","","17",28848860,28849592,"normal"
"25359","ENSG00000132591","ERAL1","17",28855010,28861061,"normal"
"25360","ENSG00000264066","","17",28861072,28861966,"normal"
"25361","ENSG00000284565","MIR451A","17",28861369,28861440,"normal"
"25362","ENSG00000283364","MIR451B","17",28861371,28861438,"normal"
"25363","ENSG00000283819","MIR144","17",28861533,28861618,"normal"
"25364","ENSG00000284085","MIR4732","17",28861655,28861730,"normal"
"25365","ENSG00000132589","FLOT2","17",28879335,28897733,"normal"
"25366","ENSG00000264304","","17",28892469,28893342,"normal"
"25367","ENSG00000266642","","17",28897738,28899402,"normal"
"25368","ENSG00000167536","DHRS13","17",28897781,28903079,"normal"
"25369","ENSG00000109118","PHF12","17",28905250,28951771,"normal"
"25370","ENSG00000265845","","17",28926275,28944749,"normal"
"25371","ENSG00000265908","","17",28944796,28945394,"normal"
"25372","ENSG00000267288","","17",45168800,45171584,"normal"
"25373","ENSG00000161513","FDXR","17",74862497,74873031,"normal"
"25374","ENSG00000172782","FADS6","17",74877302,74893781,"normal"
"25375","ENSG00000182040","USH1G","17",74916083,74923256,"normal"
"25376","ENSG00000183034","OTOP2","17",74922950,74933912,"normal"
"25377","ENSG00000182938","OTOP3","17",74935898,74949992,"normal"
"25378","ENSG00000167861","HID1","17",74950742,74973166,"normal"
"25379","ENSG00000263586","HID1-AS1","17",74970704,74975728,"normal"
"25380","ENSG00000109089","CDR2L","17",74987632,75005800,"normal"
"25381","ENSG00000167862","MRPL58","17",75012670,75021261,"normal"
"25382","ENSG00000252545","RNU6-362P","17",75031097,75031186,"normal"
"25383","ENSG00000167863","ATP5PD","17",75038863,75046985,"normal"
"25384","ENSG00000239607","RN7SL573P","17",75041740,75042015,"normal"
"25385","ENSG00000184166","OR1D2","17",3088484,3104422,"normal"
"25386","ENSG00000253506","NACA2","17",61590421,61591219,"normal"
"25387","ENSG00000108506","INTS2","17",61865367,61928016,"normal"
"25388","ENSG00000202361","Y_RNA","17",61874084,61874182,"normal"
"25389","ENSG00000266648","SETP3","17",58476138,58476950,"normal"
"25390","ENSG00000264672","SEPTIN4-AS1","17",58519837,58557799,"normal"
"25391","ENSG00000108389","MTMR4","17",58489529,58517905,"normal"
"25392","ENSG00000136492","BRIP1","17",61679139,61863559,"normal"
"25393","ENSG00000180090","OR3A1","17",3291017,3298360,"normal"
"25394","ENSG00000180068","OR3A4P","17",3309986,3311446,"normal"
"25395","ENSG00000285760","","17",3311218,3311934,"normal"
"25396","ENSG00000267129","OR1AC1P","17",3377527,3377602,"normal"
"25397","ENSG00000180042","OR1R1P","17",3385930,3386874,"normal"
"25398","ENSG00000180016","OR1E1","17",3397104,3398410,"normal"
"25399","ENSG00000159961","OR3A3","17",3411370,3424070,"normal"
"25400","ENSG00000127780","OR1E2","17",3432870,3433841,"normal"
"25401","ENSG00000280268","","17",3439923,3441844,"normal"
"25402","ENSG00000141255","SPATA22","17",3440019,3513852,"normal"
"25403","ENSG00000108381","ASPA","17",3472374,3503405,"normal"
"25404","ENSG00000170004","CHD3","17",7884796,7912760,"normal"
"25405","ENSG00000267047","","17",6985494,7019414,"normal"
"25406","ENSG00000262089","","17",6994642,6995189,"normal"
"25407","ENSG00000108839","ALOX12","17",6996049,7010754,"normal"
"25408","ENSG00000219200","RNASEK","17",7012417,7014532,"normal"
"25409","ENSG00000161939","RNASEK-C17orf49","17",7012635,7017520,"normal"
"25410","ENSG00000258315","C17orf49","17",7014495,7017525,"normal"
"25411","ENSG00000267532","MIR497HG","17",7015818,7019659,"normal"
"25412","ENSG00000284112","MIR195","17",7017615,7017701,"normal"
"25413","ENSG00000284027","MIR497","17",7017911,7018022,"normal"
"25414","ENSG00000161940","BCL6B","17",7023050,7030290,"normal"
"25415","ENSG00000174327","SLC16A13","17",7036015,7040117,"normal"
"25416","ENSG00000262067","","17",7058934,7059204,"normal"
"25417","ENSG00000132514","CLEC10A","17",7074537,7080307,"normal"
"25418","ENSG00000213876","RPL7AP64","17",7140930,7141592,"normal"
"25419","ENSG00000141505","ASGR1","17",7173431,7179564,"normal"
"25420","ENSG00000132535","DLG4","17",7187187,7219841,"normal"
"25421","ENSG00000279812","","17",7192295,7192448,"normal"
"25422","ENSG00000072778","ACADVL","17",7217125,7225266,"normal"
"25423","ENSG00000199053","MIR324","17",7223297,7223379,"normal"
"25424","ENSG00000004975","DVL2","17",7225342,7234517,"normal"
"25425","ENSG00000040633","PHF23","17",7235029,7239722,"normal"
"25426","ENSG00000170296","GABARAP","17",7240008,7242449,"normal"
"25427","ENSG00000262526","","17",7240427,7244635,"normal"
"25428","ENSG00000279641","","17",7242200,7243814,"normal"
"25429","ENSG00000175826","CTDNEP1","17",7243591,7252491,"normal"
"25430","ENSG00000262302","","17",7246829,7262089,"normal"
"25431","ENSG00000181885","CLDN7","17",7259903,7263983,"normal"
"25432","ENSG00000202251","Y_RNA","17",7266055,7266166,"normal"
"25433","ENSG00000181856","SLC2A4","17",7281718,7288257,"normal"
"25434","ENSG00000263342","","17",7282947,7284071,"normal"
"25435","ENSG00000006047","YBX2","17",7288263,7294639,"normal"
"25436","ENSG00000221882","OR3A2","17",3276942,3386317,"normal"
"25437","ENSG00000129646","QRICH2","17",76274049,76308276,"normal"
"25438","ENSG00000267592","","17",35596904,35597128,"normal"
"25439","ENSG00000270885","RASL10B","17",35731639,35743521,"normal"
"25440","ENSG00000270765","GAS2L2","17",35744511,35753239,"normal"
"25441","ENSG00000271447","MMP28","17",35756249,35795707,"normal"
"25442","ENSG00000271392","","17",35757199,35758325,"normal"
"25443","ENSG00000270806","C17orf50","17",35760887,35765079,"normal"
"25444","ENSG00000270829","","17",35808489,35808897,"normal"
"25445","ENSG00000270871","","17",35816717,35830293,"normal"
"25446","ENSG00000270894","","17",35818399,35823713,"normal"
"25447","ENSG00000270379","HEATR9","17",35854946,35868891,"normal"
"25448","ENSG00000271268","","17",35861093,35861566,"normal"
"25449","ENSG00000270240","","17",35868967,35885863,"normal"
"25450","ENSG00000271503","CCL5","17",35871491,35880793,"normal"
"25451","ENSG00000271394","7SK","17",35889558,35889804,"normal"
"25452","ENSG00000270977","","17",35893707,35911651,"normal"
"25453","ENSG00000271013","LRRC37A9P","17",35912635,35918010,"normal"
"25454","ENSG00000131095","GFAP","17",44903159,44916937,"normal"
"25455","ENSG00000168792","ABHD15","17",29560547,29567037,"normal"
"25456","ENSG00000264031","ABHD15-AS1","17",29560547,29707090,"normal"
"25457","ENSG00000167543","TP53I13","17",29566052,29573157,"normal"
"25458","ENSG00000264290","","17",29569580,29570519,"normal"
"25459","ENSG00000108262","GIT1","17",29573475,29594054,"normal"
"25460","ENSG00000198720","ANKRD13B","17",29589769,29614761,"normal"
"25461","ENSG00000264647","","17",29591703,29592241,"normal"
"25462","ENSG00000264007","","17",29621617,29622254,"normal"
"25463","ENSG00000263370","","17",29639627,29640825,"normal"
"25464","ENSG00000222858","RNU6-920P","17",29641611,29641702,"normal"
"25465","ENSG00000265625","","17",29644796,29645847,"normal"
"25466","ENSG00000240531","RPL21P123","17",29716279,29716685,"normal"
"25467","ENSG00000173065","FAM222B","17",28755980,28855232,"normal"
"25468","ENSG00000179761","PIPOX","17",28950513,29057216,"normal"
"25469","ENSG00000263613","","17",29009799,29011009,"normal"
"25470","ENSG00000238007","","17",29012865,29016512,"normal"
"25471","ENSG00000263781","","17",29021325,29021640,"normal"
"25472","ENSG00000263709","","17",29140483,29155489,"normal"
"25473","ENSG00000108387","SEPTIN4","17",58520250,58544368,"normal"
"25474","ENSG00000131737","KRT34","17",41377669,41382306,"normal"
"25475","ENSG00000182534","MXRA7","17",76672551,76711004,"normal"
"25476","ENSG00000175866","BAIAP2","17",81035122,81117434,"normal"
"25477","ENSG00000153822","KCNJ16","17",70053429,70135608,"normal"
"25478","ENSG00000181408","UTS2R","17",82371765,82377458,"normal"
"25479","ENSG00000278599","TBC1D3E","17",38127951,38138868,"normal"
"25480","ENSG00000172150","OR1A2","17",3197519,3198448,"normal"
"25481","ENSG00000170425","ADORA2B","17",15945130,15975746,"normal"
"25482","ENSG00000183024","OR1G1","17",3126610,3127551,"normal"
"25483","ENSG00000278299","TBC1D3C","17",38057693,38068634,"normal"
"25484","ENSG00000196689","TRPV1","17",3565444,3609411,"normal"
"25485","ENSG00000170703","TTLL6","17",48762234,48817229,"normal"
"25486","ENSG00000132388","UBE2G1","17",4269259,4366675,"normal"
"25487","ENSG00000170298","LGALS9B","17",20449395,20467539,"normal"
"25488","ENSG00000274808","TBC1D3B","17",36165683,36176636,"normal"
"25489","ENSG00000170049","KCNAB3","17",7921859,7929856,"normal"
"25490","ENSG00000183011","NAA38","17",7856685,7885238,"normal"
"25491","ENSG00000274611","TBC1D3","17",38181659,38192555,"normal"
"25492","ENSG00000241462","","17",58897776,58899692,"normal"
"25493","ENSG00000275680","Metazoa_SRP","17",58951185,58951513,"normal"
"25494","ENSG00000263938","","17",58965952,58966727,"normal"
"25495","ENSG00000108395","TRIM37","17",58982638,59106921,"normal"
"25496","ENSG00000263558","RN7SL716P","17",59059226,59059493,"normal"
"25497","ENSG00000266537","SPDYE22P","17",59174983,59181787,"normal"
"25498","ENSG00000153982","GDPD1","17",59220467,59275970,"normal"
"25499","ENSG00000271063","SNRPGP17","17",59281130,59281343,"normal"
"25500","ENSG00000175155","YPEL2","17",59331655,59401729,"normal"
"25501","ENSG00000278863","","17",59362665,59363278,"normal"
"25502","ENSG00000263857","MIR4729","17",59366083,59366154,"normal"
"25503","ENSG00000266002","","17",59400488,59403303,"normal"
"25504","ENSG00000265313","LINC01476","17",59422088,59526946,"normal"
"25505","ENSG00000200889","RNU4-13P","17",59537359,59537499,"normal"
"25506","ENSG00000161955","TNFSF13","17",7558292,7561608,"normal"
"25507","ENSG00000265840","","17",28749731,28750079,"normal"
"25508","ENSG00000170412","GPRC5C","17",74424851,74451653,"normal"
"25509","ENSG00000167851","CD300A","17",74466399,74484794,"normal"
"25510","ENSG00000178789","CD300LB","17",74521174,74531475,"normal"
"25511","ENSG00000167850","CD300C","17",74541073,74546115,"normal"
"25512","ENSG00000236770","","17",74549399,74552737,"normal"
"25513","ENSG00000284690","CD300H","17",74560701,74567343,"normal"
"25514","ENSG00000204345","CD300LD","17",74579365,74592283,"normal"
"25515","ENSG00000182352","CD300LD-AS1","17",74584679,74594209,"normal"
"25516","ENSG00000262228","","17",763565,765319,"normal"
"25517","ENSG00000262003","","17",909632,911212,"normal"
"25518","ENSG00000169733","RFNG","17",82047902,82051831,"normal"
"25519","ENSG00000169718","DUS1L","17",82057506,82065887,"normal"
"25520","ENSG00000169710","FASN","17",82078338,82098294,"normal"
"25521","ENSG00000265678","","17",82153430,82154815,"normal"
"25522","ENSG00000266654","","17",82160056,82160452,"normal"
"25523","ENSG00000280407","","17",82249067,82251844,"normal"
"25524","ENSG00000234477","","17",40921430,40975926,"normal"
"25525","ENSG00000196859","KRT39","17",40958417,40966948,"normal"
"25526","ENSG00000212899","KRTAP3-3","17",40993430,40994164,"normal"
"25527","ENSG00000212900","KRTAP3-2","17",40999193,40999906,"normal"
"25528","ENSG00000226776","KRTAP3-4P","17",41004481,41004760,"normal"
"25529","ENSG00000212901","KRTAP3-1","17",41008521,41019324,"normal"
"25530","ENSG00000221852","KRTAP1-5","17",41026026,41027208,"normal"
"25531","ENSG00000221880","KRTAP1-3","17",41033884,41034874,"normal"
"25532","ENSG00000188581","KRTAP1-1","17",41040541,41041450,"normal"
"25533","ENSG00000212724","KRTAP2-3","17",41059240,41060114,"normal"
"25534","ENSG00000213417","KRTAP2-4","17",41065116,41065879,"normal"
"25535","ENSG00000237230","KRTAP2-5P","17",41071946,41072341,"normal"
"25536","ENSG00000287602","","17",41090338,41093246,"normal"
"25537","ENSG00000241241","KRTAP4-16","17",41101502,41102209,"normal"
"25538","ENSG00000212721","KRTAP4-11","17",41117181,41118373,"normal"
"25539","ENSG00000213416","KRTAP4-12","17",41123091,41124182,"normal"
"25540","ENSG00000198090","KRTAP4-6","17",41139433,41140487,"normal"
"25541","ENSG00000198271","KRTAP4-5","17",41148924,41149825,"normal"
"25542","ENSG00000171396","KRTAP4-4","17",41159649,41160748,"normal"
"25543","ENSG00000141506","PIK3R5","17",8878911,8965712,"normal"
"25544","ENSG00000153930","ANKFN1","17",55882301,56517016,"normal"
"25545","ENSG00000108840","HDAC5","17",44076746,44123702,"normal"
"25546","ENSG00000172146","OR1A1","17",3207539,3218896,"normal"
"25547","ENSG00000072310","SREBF1","17",17810399,17837002,"normal"
"25548","ENSG00000204913","LRRC3C","17",39927732,39944999,"normal"
"25549","ENSG00000176809","LRRC37A3","17",64854130,64919480,"normal"
"25550","ENSG00000073605","GSDMB","17",39904595,39919854,"normal"
"25551","ENSG00000167549","CORO6","17",29614756,29622912,"normal"
"25552","ENSG00000167525","PROCA1","17",28703197,28711888,"normal"
"25553","ENSG00000204889","KRT40","17",40977715,40987135,"normal"
"25554","ENSG00000141194","OR4D1","17",58148384,58159585,"normal"
"25555","ENSG00000221926","TRIM16","17",15627960,15684311,"normal"
"25556","ENSG00000266261","","17",15651590,15654489,"normal"
"25557","ENSG00000108452","ZNF29P","17",15675476,15675643,"normal"
"25558","ENSG00000187607","ZNF286A","17",15699577,15720787,"normal"
"25559","ENSG00000233966","UBE2SP1","17",15704232,15704900,"normal"
"25560","ENSG00000233002","TBC1D26-AS1","17",15735023,15749192,"normal"
"25561","ENSG00000267227","","17",15748703,15749315,"normal"
"25562","ENSG00000233193","","17",15761614,15763769,"normal"
"25563","ENSG00000255104","ZNF286A-TBC1D26","17",15699552,15745940,"normal"
"25564","ENSG00000214946","TBC1D26","17",15732247,15746162,"normal"
"25565","ENSG00000267312","","17",35459481,35460550,"normal"
"25566","ENSG00000267554","","17",35470069,35470628,"normal"
"25567","ENSG00000267349","","17",35477994,35478444,"normal"
"25568","ENSG00000267046","E2F3P1","17",35490009,35491238,"normal"
"25569","ENSG00000267369","TAF5LP1","17",35498218,35499175,"normal"
"25570","ENSG00000267074","","17",35499690,35510270,"normal"
"25571","ENSG00000255987","TOMM20P2","17",35514766,35515186,"normal"
"25572","ENSG00000286030","","17",35522279,35522969,"normal"
"25573","ENSG00000267035","","17",35540039,35540797,"normal"
"25574","ENSG00000236320","SLFN14","17",35543985,35560819,"normal"
"25575","ENSG00000267359","","17",35553205,35554767,"normal"
"25576","ENSG00000267625","","17",35561539,35562077,"normal"
"25577","ENSG00000242660","","17",35566517,35566672,"normal"
"25578","ENSG00000207297","SNORD7","17",35573657,35573753,"normal"
"25579","ENSG00000108733","PEX12","17",35574795,35578863,"normal"
"25580","ENSG00000184060","ADAP2","17",30906344,30959322,"normal"
"25581","ENSG00000230113","","17",30956280,30956961,"normal"
"25582","ENSG00000266274","RN7SL138P","17",30959564,30959850,"normal"
"25583","ENSG00000265743","","17",30964935,30965500,"normal"
"25584","ENSG00000286194","","17",30968785,30970307,"normal"
"25585","ENSG00000181481","RNF135","17",30970984,30999911,"normal"
"25586","ENSG00000264456","","17",30971652,30973312,"normal"
"25587","ENSG00000264743","DPRXP4","17",30975387,30975954,"normal"
"25588","ENSG00000266340","","17",30978610,30980250,"normal"
"25589","ENSG00000264148","","17",31008154,31008319,"normal"
"25590","ENSG00000265798","","17",31038575,31059121,"normal"
"25591","ENSG00000264107","MIR4733HG","17",31090787,31095450,"normal"
"25592","ENSG00000265444","MIR4733","17",31094350,31094425,"normal"
"25593","ENSG00000266371","","17",31133182,31138518,"normal"
"25594","ENSG00000154258","ABCA9","17",68974488,69060949,"normal"
"25595","ENSG00000154262","ABCA6","17",69078702,69141895,"normal"
"25596","ENSG00000267361","SEC24AP1","17",69094289,69095499,"normal"
"25597","ENSG00000265331","MIR4524B","17",69099542,69099656,"normal"
"25598","ENSG00000283385","MIR4524A","17",69099564,69099632,"normal"
"25599","ENSG00000278873","PRO1804","17",69232963,69235012,"normal"
"25600","ENSG00000285931","","17",69242230,69244097,"normal"
"25601","ENSG00000267203","SNRPGP4","17",69318733,69318961,"normal"
"25602","ENSG00000252352","","17",69355133,69355218,"normal"
"25603","ENSG00000154263","ABCA10","17",69147214,69244846,"normal"
"25604","ENSG00000174292","TNK1","17",7380534,7389774,"normal"
"25605","ENSG00000267271","","17",35344231,35344564,"normal"
"25606","ENSG00000267315","UFM1P2","17",35377416,35377678,"normal"
"25607","ENSG00000267711","","17",35400878,35403006,"normal"
"25608","ENSG00000267547","","17",35403837,35404373,"normal"
"25609","ENSG00000267745","","17",35406684,35409768,"normal"
"25610","ENSG00000267648","","17",35406948,35407818,"normal"
"25611","ENSG00000267102","","17",35409602,35410228,"normal"
"25612","ENSG00000172123","SLFN12","17",35410922,35433283,"normal"
"25613","ENSG00000154760","SLFN13","17",35435096,35448837,"normal"
"25614","ENSG00000172716","SLFN11","17",35350305,35373701,"normal"
"25615","ENSG00000171360","KRT38","17",41436154,41440983,"normal"
"25616","ENSG00000236473","KRT43P","17",41448183,41454055,"normal"
"25617","ENSG00000108759","KRT32","17",41459513,41467386,"normal"
"25618","ENSG00000223125","RNU2-32P","17",41467956,41468146,"normal"
"25619","ENSG00000126337","KRT36","17",41486136,41492546,"normal"
"25620","ENSG00000171401","KRT13","17",41500981,41505705,"normal"
"25621","ENSG00000229732","","17",41500983,41502409,"normal"
"25622","ENSG00000171346","KRT15","17",41513745,41522529,"normal"
"25623","ENSG00000283796","MIR6510","17",41517164,41517217,"normal"
"25624","ENSG00000171345","KRT19","17",41523617,41528308,"normal"
"25625","ENSG00000226629","LINC00974","17",41549606,41554495,"normal"
"25626","ENSG00000171403","KRT9","17",41565836,41572059,"normal"
"25627","ENSG00000186847","KRT14","17",41582279,41586895,"normal"
"25628","ENSG00000186832","KRT16","17",41609778,41615899,"normal"
"25629","ENSG00000214514","KRT42P","17",41626327,41640199,"normal"
"25630","ENSG00000278954","","17",41665566,41668031,"normal"
"25631","ENSG00000173812","EIF1","17",41688885,41692668,"normal"
"25632","ENSG00000197079","KRT35","17",41476710,41481151,"normal"
"25633","ENSG00000277200","CCDC92B","17",2720801,2749652,"normal"
"25634","ENSG00000214447","FAM187A","17",44899774,44905390,"normal"
"25635","ENSG00000172809","RPL38","17",74203582,74210655,"normal"
"25636","ENSG00000246731","MGC16275","17",74209980,74213342,"normal"
"25637","ENSG00000141540","TTYH2","17",74213571,74262020,"normal"
"25638","ENSG00000264272","","17",74256896,74262020,"normal"
"25639","ENSG00000171595","DNAI2","17",74274234,74314884,"normal"
"25640","ENSG00000266106","","17",74307210,74309790,"normal"
"25641","ENSG00000196169","KIF19","17",74326210,74355820,"normal"
"25642","ENSG00000204347","BTBD17","17",74356416,74361868,"normal"
"25643","ENSG00000200021","RNA5SP448","17",74417594,74417704,"normal"
"25644","ENSG00000283566","","17",21773754,21783465,"normal"
"25645","ENSG00000265233","","17",22056587,22056755,"normal"
"25646","ENSG00000265019","NCOR1P2","17",22061961,22070538,"normal"
"25647","ENSG00000263725","FTLP13","17",22221221,22221605,"normal"
"25648","ENSG00000263609","LINC02002","17",22233926,22266392,"normal"
"25649","ENSG00000264956","","17",22266395,22288301,"normal"
"25650","ENSG00000266691","","17",22277867,22279289,"normal"
"25651","ENSG00000178130","FAM27E5","17",22298691,22299893,"normal"
"25652","ENSG00000266806","","17",22331597,22332410,"normal"
"25653","ENSG00000279339","","17",78897264,78900152,"normal"
"25654","ENSG00000267491","","17",78903263,78905024,"normal"
"25655","ENSG00000108679","LGALS3BP","17",78971238,78979947,"normal"
"25656","ENSG00000171302","CANT1","17",78991716,79009867,"normal"
"25657","ENSG00000173918","C1QTNF1","17",79022814,79049788,"normal"
"25658","ENSG00000167280","ENGASE","17",79074824,79088599,"normal"
"25659","ENSG00000167281","RBFOX3","17",79089345,79611051,"normal"
"25660","ENSG00000266711","","17",79132722,79136402,"normal"
"25661","ENSG00000263278","","17",79598032,79603921,"normal"
"25662","ENSG00000266665","MIR4739","17",79707176,79707249,"normal"
"25663","ENSG00000267719","LINC02078","17",79707266,79712317,"normal"
"25664","ENSG00000182156","ENPP7","17",79730943,79742219,"normal"
"25665","ENSG00000173894","CBX2","17",79778148,79787983,"normal"
"25666","ENSG00000133026","MYH10","17",8474207,8631376,"normal"
"25667","ENSG00000126861","OMG","17",31272013,31297539,"normal"
"25668","ENSG00000185862","EVI2B","17",31303770,31314105,"normal"
"25669","ENSG00000265118","","17",31305213,31318831,"normal"
"25670","ENSG00000126860","EVI2A","17",31316410,31321749,"normal"
"25671","ENSG00000263535","AK4P1","17",31345519,31346190,"normal"
"25672","ENSG00000131242","RAB11FIP4","17",31391675,31538211,"normal"
"25673","ENSG00000239595","RN7SL79P","17",31465543,31465832,"normal"
"25674","ENSG00000264862","RN7SL45P","17",31518432,31518729,"normal"
"25675","ENSG00000278977","","17",31533171,31533938,"normal"
"25676","ENSG00000284424","MIR4724","17",31534883,31534971,"normal"
"25677","ENSG00000207614","MIR193A","17",31559996,31560083,"normal"
"25678","ENSG00000278546","","17",31560132,31560573,"normal"
"25679","ENSG00000221038","RNU6ATAC7P","17",31563768,31563894,"normal"
"25680","ENSG00000228768","","17",31571142,31575659,"normal"
"25681","ENSG00000265976","MIR4725","17",31575269,31575358,"normal"
"25682","ENSG00000283978","MIR365B","17",31575411,31575521,"normal"
"25683","ENSG00000274512","TBC1D3L","17",37978155,37989060,"normal"
"25684","ENSG00000092931","MFSD11","17",76735865,76781449,"normal"
"25685","ENSG00000267065","LINC02080","17",76799044,76807102,"normal"
"25686","ENSG00000287836","","17",76831684,76841099,"normal"
"25687","ENSG00000267535","LINC00868","17",76849840,76861836,"normal"
"25688","ENSG00000167889","MGAT5B","17",76868404,76950393,"normal"
"25689","ENSG00000267568","","17",76950317,76969156,"normal"
"25690","ENSG00000267521","","17",76957023,76958222,"normal"
"25691","ENSG00000280122","","17",76966285,76969530,"normal"
"25692","ENSG00000276202","Metazoa_SRP","17",77014880,77015138,"normal"
"25693","ENSG00000179314","WSCD1","17",6057807,6124427,"normal"
"25694","ENSG00000262231","","17",6163893,6190541,"normal"
"25695","ENSG00000206618","RNU6-1264P","17",6207163,6207269,"normal"
"25696","ENSG00000262609","BTF3P14","17",6322413,6323228,"normal"
"25697","ENSG00000204278","TMEM235","17",78231310,78240987,"normal"
"25698","ENSG00000225190","PLEKHM1","17",45435900,45490749,"normal"
"25699","ENSG00000236234","","17",45452844,45464065,"normal"
"25700","ENSG00000284055","MIR4315-1","17",45475363,45475435,"normal"
"25701","ENSG00000278770","Metazoa_SRP","17",45526466,45526746,"normal"
"25702","ENSG00000266918","","17",45531577,45533838,"normal"
"25703","ENSG00000131484","","17",45533963,45534710,"normal"
"25704","ENSG00000267198","","17",45545804,45563230,"normal"
"25705","ENSG00000267246","","17",45549781,45558738,"normal"
"25706","ENSG00000266504","RDM1P1","17",45553710,45559070,"normal"
"25707","ENSG00000264070","DND1P1","17",45585871,45586929,"normal"
"25708","ENSG00000285668","","17",45586452,45588379,"normal"
"25709","ENSG00000280022","","17",45592621,45593369,"normal"
"25710","ENSG00000263503","MAPK8IP1P2","17",45600869,45602340,"normal"
"25711","ENSG00000204652","RPS26P8","17",45608571,45608918,"normal"
"25712","ENSG00000204650","LINC02210","17",45620328,45655156,"normal"
"25713","ENSG00000141371","C17orf64","17",60392429,60431426,"normal"
"25714","ENSG00000213228","RPL12P38","17",60433678,60435996,"normal"
"25715","ENSG00000062725","APPBP2","17",60443158,60526242,"normal"
"25716","ENSG00000270553","","17",60513190,60513550,"normal"
"25717","ENSG00000267678","","17",60562010,60562161,"normal"
"25718","ENSG00000267772","LINC01999","17",60564547,60586623,"normal"
"25719","ENSG00000266943","RPSAP66","17",60564740,60565671,"normal"
"25720","ENSG00000200013","RNU6-623P","17",60662333,60662437,"normal"
"25721","ENSG00000239932","RN7SL606P","17",60696313,60696605,"normal"
"25722","ENSG00000224011","","17",60727165,60727482,"normal"
"25723","ENSG00000252534","Y_RNA","17",60748940,60749046,"normal"
"25724","ENSG00000267083","KRT18P61","17",60810165,60811462,"normal"
"25725","ENSG00000254114","HMGN1P28","17",60851382,60851745,"normal"
"25726","ENSG00000264322","RN7SL448P","17",60899891,60900185,"normal"
"25727","ENSG00000159314","ARHGAP27","17",45393902,45434421,"normal"
"25728","ENSG00000171634","BPTF","17",67825503,67984378,"normal"
"25729","ENSG00000275413","","17",16023323,16023653,"normal"
"25730","ENSG00000227782","","17",16040472,16041273,"normal"
"25731","ENSG00000243686","RPLP1P11","17",16044621,16044961,"normal"
"25732","ENSG00000233979","RPL22P21","17",16084042,16084381,"normal"
"25733","ENSG00000252383","RNU6-314P","17",16098704,16098807,"normal"
"25734","ENSG00000199674","RNU6-862P","17",16137768,16137872,"normal"
"25735","ENSG00000239221","RN7SL442P","17",16191832,16192151,"normal"
"25736","ENSG00000108474","PIGL","17",16217191,16351797,"normal"
"25737","ENSG00000221355","MIR1288","17",16282014,16282088,"normal"
"25738","ENSG00000166582","CENPV","17",16342534,16353656,"normal"
"25739","ENSG00000170315","UBB","17",16380798,16382745,"normal"
"25740","ENSG00000265401","","17",16382152,16382669,"normal"
"25741","ENSG00000265095","FTLP12","17",16391434,16391882,"normal"
"25742","ENSG00000264739","","17",16414524,16416689,"normal"
"25743","ENSG00000187688","TRPV2","17",16415571,16437003,"normal"
"25744","ENSG00000239203","","17",16427474,16428719,"normal"
"25745","ENSG00000277108","SNORD49B","17",16439505,16439576,"normal"
"25746","ENSG00000277370","SNORD49A","17",16440036,16440106,"normal"
"25747","ENSG00000266651","","17",16440479,16440952,"normal"
"25748","ENSG00000277512","SNORD65","17",16441226,16441298,"normal"
"25749","ENSG00000108946","PRKAR1A","17",68511780,68551319,"normal"
"25750","ENSG00000212725","KRTAP2-1","17",41046541,41047316,"normal"
"25751","ENSG00000214518","KRTAP2-2","17",41054498,41055230,"normal"
"25752","ENSG00000204880","KRTAP4-8","17",41096981,41098142,"normal"
"25753","ENSG00000204887","KRTAP1-4","17",41029351,41030195,"normal"
"25754","ENSG00000161594","KLHL10","17",41835685,41848384,"normal"
"25755","ENSG00000259623","","17",41848518,41851447,"normal"
"25756","ENSG00000178502","KLHL11","17",41848518,41865423,"normal"
"25757","ENSG00000131473","ACLY","17",41866917,41930542,"normal"
"25758","ENSG00000274630","","17",41867581,41867736,"normal"
"25759","ENSG00000204815","ODAD4","17",41930617,41966503,"normal"
"25760","ENSG00000173786","CNP","17",41966763,41977740,"normal"
"25761","ENSG00000168259","DNAJC7","17",41976421,42021376,"normal"
"25762","ENSG00000168256","NKIRAS2","17",42011382,42025644,"normal"
"25763","ENSG00000267221","C17orf113","17",42038232,42050601,"normal"
"25764","ENSG00000108771","DHX58","17",42101404,42112714,"normal"
"25765","ENSG00000108773","KAT2A","17",42113111,42121367,"normal"
"25766","ENSG00000260325","HSPB9","17",42122804,42123352,"normal"
"25767","ENSG00000187595","ZNF385C","17",42025576,42098479,"normal"
"25768","ENSG00000170836","PPM1D","17",60600193,60666280,"normal"
"25769","ENSG00000108557","RAI1","17",17681458,17811453,"normal"
"25770","ENSG00000136478","TEX2","17",64147227,64263260,"normal"
"25771","ENSG00000128422","KRT17","17",41619442,41624842,"normal"
"25772","ENSG00000185245","GP1BA","17",4932277,4935023,"normal"
"25773","ENSG00000168646","AXIN2","17",65528563,65561648,"normal"
"25774","ENSG00000049283","EPN3","17",50532682,50543750,"normal"
"25775","ENSG00000076604","TRAF4","17",28744011,28750956,"normal"
